SEASON,RK,NAME,TEAM,SALARY
2012-2013,272,"Toney Douglas, PG",Sacramento Kings,2067880
2012-2013,389,"Quincy Douby, SG",Sacramento Kings,855189
2012-2013,398,"Antoine Wright, SF",Sacramento Kings,854389
2012-2013,409,"Desmond Mason, SF",Sacramento Kings,825497
2012-2013,414,"Tyler Honeycutt, SF",Sacramento Kings,809875
2012-2013,435,"Hamady Ndiaye, C",Sacramento Kings,762195
2012-2013,442,"Isaiah Thomas, PG",Sacramento Kings,762195
2012-2013,469,"Pooh Jeter, PG",Sacramento Kings,473604
2013-2014,71,"Marcus Thornton, SF",Sacramento Kings,8050000
2013-2014,92,"Carl Landry, PF",Sacramento Kings,6500000
2013-2014,105,"Jason Thompson, PF",Sacramento Kings,5643750
2013-2014,118,"Derrick Williams, PF",Sacramento Kings,5016960
2013-2014,123,"DeMarcus Cousins, C",Sacramento Kings,4916974
2013-2014,128,"Luc Richard Mbah a Moute, PF",Sacramento Kings,4588384
2013-2014,194,"Ben McLemore, SG",Sacramento Kings,2895960
2013-2014,245,"Reggie Evans, C",Sacramento Kings,1695635
2013-2014,319,"Isaiah Thomas, PG",Sacramento Kings,884293
2013-2014,344,"Ray McCallum, PG",Sacramento Kings,524616
2013-2014,367,"Jimmer Fredette, PG",Sacramento Kings,239279
2013-2014,383,"Jared Cunningham, SG",Sacramento Kings,46404
2014-2015,9,"Rudy Gay, SF",Sacramento Kings,19317326
2014-2015,26,"DeMarcus Cousins, C",Sacramento Kings,14746000
2014-2015,96,"Carl Landry, PF",Sacramento Kings,6500000
2014-2015,98,"Derrick Williams, PF",Sacramento Kings,6331404
2014-2015,103,"Jason Thompson, PF",Sacramento Kings,6037500
2014-2015,137,"Darren Collison, PG",Sacramento Kings,4797664
2014-2015,201,"Ben McLemore, SG",Sacramento Kings,3026280
2014-2015,218,"Nik Stauskas, SG",Sacramento Kings,2745840
2014-2015,268,"Reggie Evans, C",Sacramento Kings,1768653
2014-2015,290,"Scotty Hopson, SG",Sacramento Kings,1450878
2014-2015,352,"Ryan Hollins, C",Sacramento Kings,915243
2014-2015,370,"Ray McCallum, PG",Sacramento Kings,816482
2014-2015,413,"Quincy Miller, SF",Sacramento Kings,183049
2014-2015,432,"David Stockton, PG",Sacramento Kings,29483
2015-2016,23,"DeMarcus Cousins, C",Sacramento Kings,15851950
2015-2016,48,"Rudy Gay, SF",Sacramento Kings,12403101
2015-2016,72,"Rajon Rondo, PG",Sacramento Kings,9500000
2015-2016,92,"Kosta Koufos, C",Sacramento Kings,7700000
2015-2016,115,"Marco Belinelli, SG",Sacramento Kings,6060606
2015-2016,140,"Darren Collison, PG",Sacramento Kings,5013559
2015-2016,187,"Willie Cauley-Stein, C",Sacramento Kings,3398280
2015-2016,195,"Ben McLemore, SG",Sacramento Kings,3156600
2015-2016,218,"Omri Casspi, SF",Sacramento Kings,2836186
2015-2016,293,"Caron Butler, SF",Sacramento Kings,1449187
2015-2016,342,"James Anderson, SG",Sacramento Kings,1015421
1999-2000,93,"Malik Rose, PF",San Antonio Spurs,2285000
1999-2000,105,"Steve Kerr, G",San Antonio Spurs,1968000
2000-2001,9,"David Robinson, C",San Antonio Spurs,13196000
2000-2001,30,"Tim Duncan, C",San Antonio Spurs,9658000
2000-2001,48,"Avery Johnson, PG",San Antonio Spurs,8e+06
2000-2001,79,"Sean Elliott, F",San Antonio Spurs,5333000
2000-2001,151,"Antonio Daniels, PG",San Antonio Spurs,2814000
2000-2001,161,"Malik Rose, PF",San Antonio Spurs,2570000
2000-2001,171,"Derek Anderson, SG",San Antonio Spurs,2250000
2000-2001,177,"Terry Porter, G",San Antonio Spurs,2200000
2000-2001,181,"Steve Kerr, G",San Antonio Spurs,2200000
2000-2001,232,"Danny Ferry, F",San Antonio Spurs,1200000
2000-2001,282,"Shawnelle Scott, C",San Antonio Spurs,548000
2001-2002,20,"Tim Duncan, C",San Antonio Spurs,10865000
2001-2002,30,"David Robinson, C",San Antonio Spurs,9500000
2001-2002,33,"Steve Smith, SG",San Antonio Spurs,9e+06
2001-2002,176,"Terry Porter, G",San Antonio Spurs,2400000
2001-2002,186,"Malik Rose, PF",San Antonio Spurs,2285000
2001-2002,265,"Danny Ferry, F",San Antonio Spurs,1e+06
2001-2002,267,"Mark Bryant, F",San Antonio Spurs,1e+06
2001-2002,291,"Tony Parker, PG",San Antonio Spurs,744000
2001-2002,292,"Bruce Bowen, SF",San Antonio Spurs,715000
2001-2002,321,"Charles Smith, SG",San Antonio Spurs,541000
2001-2002,322,"Amal McCaskill, C",San Antonio Spurs,541000
2001-2002,339,"Jason Hart, PG",San Antonio Spurs,465000
2002-2003,16,"Tim Duncan, C",San Antonio Spurs,12072000
2002-2003,29,"David Robinson, C",San Antonio Spurs,10500000
2002-2003,31,"Steve Smith, SG",San Antonio Spurs,9900000
2002-2003,166,"Steve Kerr, G",San Antonio Spurs,2625000
2002-2003,223,"Danny Ferry, F",San Antonio Spurs,1100000
2002-2003,226,"Speedy Claxton, PG",San Antonio Spurs,1081000
2002-2003,230,"Kevin Willis, C",San Antonio Spurs,1e+06
2002-2003,239,"Bruce Bowen, SF",San Antonio Spurs,824000
2002-2003,245,"Tony Parker, PG",San Antonio Spurs,8e+05
2002-2003,255,"Stephen Jackson, SF",San Antonio Spurs,587000
2003-2004,14,"Tim Duncan, C",San Antonio Spurs,13279000
2003-2004,41,"Ron Mercer, SG",San Antonio Spurs,7169000
2003-2004,50,"Charlie Ward, PG",San Antonio Spurs,6030000
2003-2004,73,"Robert Horry, PF",San Antonio Spurs,5300000
2003-2004,93,"Anthony Carter, PG",San Antonio Spurs,4063000
2003-2004,144,"Hedo Turkoglu, SF",San Antonio Spurs,1995000
2003-2004,170,"Tony Parker, PG",San Antonio Spurs,856000
2004-2005,18,"Glenn Robinson, SF",San Antonio Spurs,1.2e+07
2004-2005,37,"Nazr Mohammed, C",San Antonio Spurs,6270000
2004-2005,109,"Tony Parker, PG",San Antonio Spurs,1545000
2005-2006,9,"Tim Duncan, C",San Antonio Spurs,15845157
2005-2006,49,"Tony Parker, PG",San Antonio Spurs,8400000
2005-2006,68,"Manu Ginobili, SG",San Antonio Spurs,7428937
2005-2006,85,"Rasho Nesterovic, C",San Antonio Spurs,6720000
2005-2006,103,"Nazr Mohammed, C",San Antonio Spurs,5500000
2005-2006,127,"Brent Barry, SG",San Antonio Spurs,4691390
2005-2006,167,"Bruce Bowen, SF",San Antonio Spurs,3375000
2005-2006,181,"Robert Horry, PF",San Antonio Spurs,3e+06
2005-2006,198,"Michael Finley, SG",San Antonio Spurs,2675000
2005-2006,218,"Fabricio Oberto, C",San Antonio Spurs,2325000
2005-2006,321,"Beno Udrih, PG",San Antonio Spurs,904800
2005-2006,353,"Sean Marks, PF",San Antonio Spurs,719373
2006-2007,6,"Tim Duncan, C",San Antonio Spurs,17429673
2006-2007,43,"Tony Parker, PG",San Antonio Spurs,9450000
2006-2007,56,"Manu Ginobili, SG",San Antonio Spurs,8254374
2006-2007,123,"Brent Barry, SG",San Antonio Spurs,5117880
2006-2007,158,"Bruce Bowen, SF",San Antonio Spurs,3750000
2006-2007,171,"Robert Horry, PF",San Antonio Spurs,3315000
2006-2007,189,"Francisco Elson, C",San Antonio Spurs,3e+06
2006-2007,194,"Michael Finley, SG",San Antonio Spurs,2889000
2006-2007,217,"Fabricio Oberto, C",San Antonio Spurs,2500000
2006-2007,231,"Jackie Butler, C",San Antonio Spurs,2200000
2006-2007,239,"Matt Bonner, C",San Antonio Spurs,2e+06
2006-2007,330,"Beno Udrih, PG",San Antonio Spurs,967920
2006-2007,398,"James White, SG",San Antonio Spurs,405435
2007-2008,6,"Tim Duncan, C",San Antonio Spurs,19014188
2007-2008,45,"Tony Parker, PG",San Antonio Spurs,10500000
2007-2008,57,"Manu Ginobili, SG",San Antonio Spurs,9079811
2007-2008,153,"Bruce Bowen, SF",San Antonio Spurs,4125000
2007-2008,170,"Robert Horry, PF",San Antonio Spurs,3630000
2007-2008,174,"Fabricio Oberto, C",San Antonio Spurs,3500000
2007-2008,190,"Michael Finley, SG",San Antonio Spurs,3103000
2007-2008,210,"Matt Bonner, C",San Antonio Spurs,2700000
2007-2008,232,"Jackie Butler, C",San Antonio Spurs,2350000
2007-2008,305,"Jacque Vaughn, PG",San Antonio Spurs,1219590
2007-2008,329,"Ime Udoka, SG",San Antonio Spurs,1e+06
2007-2008,374,"Ian Mahinmi, C",San Antonio Spurs,625840
2007-2008,392,"Keith Langford, SG",San Antonio Spurs,278912
2007-2008,402,"Brent Barry, SG",San Antonio Spurs,172177
2007-2008,412,"Marcus Williams, SG",San Antonio Spurs,50254
2007-2008,414,"DerMarr Johnson, SF",San Antonio Spurs,27198
2008-2009,8,"Tim Duncan, C",San Antonio Spurs,20598704
2008-2009,43,"Tony Parker, PG",San Antonio Spurs,11550000
2008-2009,62,"Manu Ginobili, SG",San Antonio Spurs,9905248
2008-2009,167,"Kurt Thomas, PF",San Antonio Spurs,4200000
2008-2009,175,"Bruce Bowen, SF",San Antonio Spurs,4e+06
2008-2009,190,"Fabricio Oberto, C",San Antonio Spurs,3600000
2008-2009,192,"Roger Mason Jr., SG",San Antonio Spurs,3500000
2008-2009,214,"Matt Bonner, C",San Antonio Spurs,2978000
2008-2009,234,"Michael Finley, SG",San Antonio Spurs,2500000
2008-2009,300,"Drew Gooden, PF",San Antonio Spurs,1410441
2008-2009,313,"Jacque Vaughn, PG",San Antonio Spurs,1262275
2008-2009,326,"Ime Udoka, SG",San Antonio Spurs,1080000
2008-2009,333,"George Hill, PG",San Antonio Spurs,1006200
2008-2009,383,"Blake Ahearn, PG",San Antonio Spurs,631995
2008-2009,406,"Malik Hairston, SG",San Antonio Spurs,299077
2009-2010,4,"Tim Duncan, C",San Antonio Spurs,22183220
2009-2010,27,"Richard Jefferson, SF",San Antonio Spurs,14200000
2009-2010,33,"Tony Parker, PG",San Antonio Spurs,12600000
2009-2010,52,"Manu Ginobili, SG",San Antonio Spurs,10728130
2009-2010,155,"Antonio McDyess, PF",San Antonio Spurs,4500000
2009-2010,165,"Bruce Bowen, SF",San Antonio Spurs,4100000
2009-2010,179,"Roger Mason Jr., SG",San Antonio Spurs,3780000
2009-2010,200,"Matt Bonner, C",San Antonio Spurs,3256500
2009-2010,230,"Michael Finley, SG",San Antonio Spurs,2500000
2009-2010,319,"George Hill, PG",San Antonio Spurs,1081680
2009-2010,336,"Ian Mahinmi, C",San Antonio Spurs,989670
2009-2010,351,"DeJuan Blair, C",San Antonio Spurs,850000
2009-2010,409,"Garrett Temple, SG",San Antonio Spurs,88826
2010-2011,3,"Tim Duncan, C",San Antonio Spurs,18835381
2010-2011,31,"Tony Parker, PG",San Antonio Spurs,13500000
2010-2011,40,"Manu Ginobili, SG",San Antonio Spurs,11854584
2010-2011,77,"Richard Jefferson, SF",San Antonio Spurs,8400000
2010-2011,142,"Antonio McDyess, PF",San Antonio Spurs,4860000
2010-2011,165,"Bruce Bowen, SF",San Antonio Spurs,4100000
2010-2011,190,"Tiago Splitter, C",San Antonio Spurs,3400000
2010-2011,204,"Matt Bonner, C",San Antonio Spurs,3050000
2010-2011,297,"James Anderson, SG",San Antonio Spurs,1361400
2010-2011,343,"DeJuan Blair, C",San Antonio Spurs,918000
2010-2011,369,"Chris Quinn, PG",San Antonio Spurs,804131
2010-2011,391,"Ime Udoka, SG",San Antonio Spurs,708640
2010-2011,400,"Gary Neal, PG",San Antonio Spurs,525000
2010-2011,421,"Steve Novak, SF",San Antonio Spurs,306575
2010-2011,437,"Danny Green, SG",San Antonio Spurs,130022
2010-2011,449,"Robert Vaden, SG",San Antonio Spurs,13930
2011-2012,3,"Tim Duncan, C",San Antonio Spurs,21164619
2011-2012,27,"Manu Ginobili, SG",San Antonio Spurs,14107492
2011-2012,35,"Tony Parker, PG",San Antonio Spurs,12500000
2011-2012,61,"Richard Jefferson, SF",San Antonio Spurs,9282000
2011-2012,131,"Antonio McDyess, PF",San Antonio Spurs,5220000
2011-2012,165,"Bruce Bowen, SF",San Antonio Spurs,4100000
2011-2012,175,"Tiago Splitter, C",San Antonio Spurs,3944000
2011-2012,187,"Matt Bonner, C",San Antonio Spurs,3630000
2011-2012,288,"Kawhi Leonard, SF",San Antonio Spurs,1809840
2011-2012,313,"James Anderson, SG",San Antonio Spurs,1402540
2011-2012,348,"Cory Joseph, PG",San Antonio Spurs,1074720
2011-2012,352,"Stephen Jackson, SF",San Antonio Spurs,1059750
2011-2012,353,"DeJuan Blair, C",San Antonio Spurs,1054000
2011-2012,372,"Marcus Haislip, F",San Antonio Spurs,855189
2011-2012,377,"Derrick Byars, SF",San Antonio Spurs,854389
2011-2012,400,"Ike Diogu, PF",San Antonio Spurs,792377
2011-2012,402,"Marcus Cousin, C",San Antonio Spurs,788872
2011-2012,404,"Robert Vaden, SG",San Antonio Spurs,788872
2011-2012,431,"Ime Udoka, SG",San Antonio Spurs,708640
2011-2012,477,"Patty Mills, PG",San Antonio Spurs,213517
2012-2013,23,"Manu Ginobili, SG",San Antonio Spurs,14107492
2012-2013,37,"Tony Parker, PG",San Antonio Spurs,12500000
2012-2013,52,"Stephen Jackson, SF",San Antonio Spurs,10059750
2012-2013,58,"Tim Duncan, C",San Antonio Spurs,9638554
2012-2013,127,"Antonio McDyess, PF",San Antonio Spurs,5220000
2012-2013,151,"Boris Diaw, C",San Antonio Spurs,4500000
2012-2013,163,"Bruce Bowen, SF",San Antonio Spurs,4100000
2012-2013,173,"Tiago Splitter, C",San Antonio Spurs,3944000
2012-2013,181,"Matt Bonner, C",San Antonio Spurs,3630000
2012-2013,185,"Danny Green, SG",San Antonio Spurs,3500000
2012-2013,287,"Kawhi Leonard, SF",San Antonio Spurs,1809840
2012-2013,316,"Nando De Colo, PG",San Antonio Spurs,1400000
2012-2013,353,"Patty Mills, PG",San Antonio Spurs,1085120
2012-2013,355,"Cory Joseph, PG",San Antonio Spurs,1074720
2012-2013,362,"DeJuan Blair, C",San Antonio Spurs,1054000
2012-2013,388,"Marcus Haislip, F",San Antonio Spurs,855189
2012-2013,418,"Robert Vaden, SG",San Antonio Spurs,788872
2012-2013,420,"Marcus Cousin, C",San Antonio Spurs,788872
2012-2013,447,"Ime Udoka, SG",San Antonio Spurs,708640
2012-2013,459,"James Anderson, SG",San Antonio Spurs,532737
2012-2013,494,"Aron Baynes, C",San Antonio Spurs,239588
2013-2014,36,"Tony Parker, PG",San Antonio Spurs,12500000
2013-2014,51,"Tim Duncan, C",San Antonio Spurs,10361446
2013-2014,54,"Tiago Splitter, C",San Antonio Spurs,1e+07
2013-2014,82,"Manu Ginobili, SG",San Antonio Spurs,7500000
2013-2014,126,"Boris Diaw, C",San Antonio Spurs,4702500
2013-2014,147,"Matt Bonner, C",San Antonio Spurs,3945000
2013-2014,152,"Danny Green, SG",San Antonio Spurs,3762500
2013-2014,198,"Marco Belinelli, SG",San Antonio Spurs,2750000
2013-2014,237,"Kawhi Leonard, SF",San Antonio Spurs,1887840
2013-2014,242,"Jeff Ayres, PF",San Antonio Spurs,1750000
2013-2014,288,"Patty Mills, PG",San Antonio Spurs,1133950
2013-2014,291,"Cory Joseph, PG",San Antonio Spurs,1120920
2013-2014,368,"Shannon Brown, PG",San Antonio Spurs,188438
2013-2014,377,"Damion James, SF",San Antonio Spurs,68902
2013-2014,381,"Othyus Jeffers, SG",San Antonio Spurs,52017
2014-2015,36,"Tony Parker, PG",San Antonio Spurs,12500000
2014-2015,52,"Tim Duncan, C",San Antonio Spurs,10361446
2014-2015,61,"Tiago Splitter, C",San Antonio Spurs,9250000
2014-2015,78,"Boris Diaw, C",San Antonio Spurs,7500000
2014-2015,87,"Manu Ginobili, SG",San Antonio Spurs,7e+06
2014-2015,156,"Danny Green, SG",San Antonio Spurs,4025000
2014-2015,165,"Patty Mills, PG",San Antonio Spurs,3842105
2014-2015,212,"Kawhi Leonard, SF",San Antonio Spurs,2894059
2014-2015,213,"Marco Belinelli, SG",San Antonio Spurs,2873750
2014-2015,249,"Aron Baynes, C",San Antonio Spurs,2077000
2014-2015,253,"Cory Joseph, PG",San Antonio Spurs,2023261
2014-2015,264,"Jeff Ayres, PF",San Antonio Spurs,1828750
2014-2015,332,"Kyle Anderson, SF",San Antonio Spurs,1093680
2014-2015,351,"Matt Bonner, C",San Antonio Spurs,915243
2014-2015,402,"Reggie Williams, SF",San Antonio Spurs,344036
2014-2015,428,"Austin Daye, SF",San Antonio Spurs,53838
2015-2016,10,"LaMarcus Aldridge, PF",San Antonio Spurs,19689000
2015-2016,18,"Kawhi Leonard, SF",San Antonio Spurs,16407500
2015-2016,40,"Tony Parker, PG",San Antonio Spurs,13437500
2015-2016,68,"Danny Green, SG",San Antonio Spurs,1e+07
2015-2016,93,"Boris Diaw, C",San Antonio Spurs,7500000
2015-2016,131,"Tim Duncan, C",San Antonio Spurs,5250000
2015-2016,179,"Patty Mills, PG",San Antonio Spurs,3578947
2015-2016,220,"Manu Ginobili, SG",San Antonio Spurs,2814000
2015-2016,290,"David West, PF",San Antonio Spurs,1499187
2015-2016,315,"Boban Marjanovic, C",San Antonio Spurs,1200000
2015-2016,316,"Reggie Williams, SF",San Antonio Spurs,1185784
2015-2016,328,"Kyle Anderson, SF",San Antonio Spurs,1142880
2015-2016,360,"Rasual Butler, SF",San Antonio Spurs,947276
2015-2016,402,"Andre Miller, PG",San Antonio Spurs,250750
1999-2000,8,"Gary Payton, PG",Seattle SuperSonics,11020000
1999-2000,58,"Brent Barry, SG",Seattle SuperSonics,3960000
1999-2000,135,"Greg Foster, C",Seattle SuperSonics,857000
2000-2001,8,"Patrick Ewing, C",Seattle SuperSonics,1.4e+07
2000-2001,13,"Gary Payton, PG",Seattle SuperSonics,12200000
2000-2001,96,"Brent Barry, SG",Seattle SuperSonics,4320000
2000-2001,110,"Rashard Lewis, PF",Seattle SuperSonics,3920000
2000-2001,242,"Desmond Mason, SF",Seattle SuperSonics,1074000
2000-2001,247,"Ruben Patterson, PF",Seattle SuperSonics,990000
2000-2001,278,"Emanual Davis, G",Seattle SuperSonics,611000
2000-2001,281,"Shammond Williams, PG",Seattle SuperSonics,550000
2000-2001,286,"David Wingate, G",Seattle SuperSonics,548000
2001-2002,9,"Gary Payton, PG",Seattle SuperSonics,12926000
2001-2002,16,"Vin Baker, PF",Seattle SuperSonics,11250000
2001-2002,86,"Brent Barry, SG",Seattle SuperSonics,4680000
2001-2002,89,"Calvin Booth, C",Seattle SuperSonics,4539000
2001-2002,100,"Rashard Lewis, PF",Seattle SuperSonics,4413000
2001-2002,212,"Shammond Williams, PG",Seattle SuperSonics,1750000
2001-2002,233,"Vladimir Radmanovic, SF",Seattle SuperSonics,1452000
2001-2002,252,"Desmond Mason, SF",Seattle SuperSonics,1155000
2001-2002,309,"Antonio Harvey, F",Seattle SuperSonics,591000
2001-2002,331,"Predrag Drobnjak, C",Seattle SuperSonics,479000
2001-2002,334,"Art Long, F",Seattle SuperSonics,466000
2001-2002,335,"Jerome James, C",Seattle SuperSonics,466000
2001-2002,336,"Olumide Oyedeji, C",Seattle SuperSonics,466000
2001-2002,352,"Earl Watson, PG",Seattle SuperSonics,333000
2002-2003,11,"Gary Payton, PG",Seattle SuperSonics,13080000
2002-2003,12,"Ray Allen, SG",Seattle SuperSonics,12375000
2002-2003,37,"Kenny Anderson, PG",Seattle SuperSonics,9185000
2002-2003,43,"Elden Campbell, C",Seattle SuperSonics,7975000
2002-2003,77,"Vitaly Potapenko, C",Seattle SuperSonics,5238000
2002-2003,80,"Brent Barry, SG",Seattle SuperSonics,5040000
2002-2003,83,"Calvin Booth, C",Seattle SuperSonics,4992000
2002-2003,96,"Rashard Lewis, PF",Seattle SuperSonics,4903000
2002-2003,200,"Vladimir Radmanovic, SF",Seattle SuperSonics,1561000
2002-2003,217,"Desmond Mason, SF",Seattle SuperSonics,1235000
2002-2003,229,"Joseph Forte, G",Seattle SuperSonics,1009000
2002-2003,258,"Predrag Drobnjak, C",Seattle SuperSonics,526000
2003-2004,55,"Vitaly Potapenko, C",Seattle SuperSonics,5715000
2003-2004,62,"Calvin Booth, C",Seattle SuperSonics,5446000
2003-2004,68,"Brent Barry, SG",Seattle SuperSonics,5400000
2003-2004,151,"Vladimir Radmanovic, SF",Seattle SuperSonics,1670000
2004-2005,6,"Ray Allen, SG",Seattle SuperSonics,14625000
2004-2005,38,"Vitaly Potapenko, C",Seattle SuperSonics,6191000
2004-2005,42,"Danny Fortson, C",Seattle SuperSonics,5922000
2004-2005,81,"Mateen Cleaves, PG",Seattle SuperSonics,2969000
2004-2005,97,"Vladimir Radmanovic, SF",Seattle SuperSonics,2301000
2005-2006,21,"Ray Allen, SG",Seattle SuperSonics,13223140
2005-2006,41,"Rashard Lewis, PF",Seattle SuperSonics,9571429
2005-2006,92,"Danny Fortson, C",Seattle SuperSonics,6207670
2005-2006,170,"Vitaly Potapenko, C",Seattle SuperSonics,3325416
2005-2006,174,"Vladimir Radmanovic, SF",Seattle SuperSonics,3166154
2005-2006,190,"Chris Wilcox, PF",Seattle SuperSonics,2812239
2005-2006,207,"Damien Wilkins, SG",Seattle SuperSonics,2500000
2005-2006,240,"Nick Collison, PF",Seattle SuperSonics,1815000
2005-2006,242,"Robert Swift, C",Seattle SuperSonics,1764480
2005-2006,244,"Reggie Evans, C",Seattle SuperSonics,1760000
2005-2006,256,"Luke Ridnour, PG",Seattle SuperSonics,1638000
2005-2006,286,"Bryon Russell, SF",Seattle SuperSonics,1138500
2005-2006,303,"Mikki Moore, C",Seattle SuperSonics,1029873
2005-2006,315,"Johan Petro, C",Seattle SuperSonics,936600
2005-2006,326,"Ronald Murray, SG",Seattle SuperSonics,895248
2005-2006,337,"Mateen Cleaves, PG",Seattle SuperSonics,835810
2005-2006,341,"Mike Wilks, PG",Seattle SuperSonics,771123
2005-2006,349,"Rick Brunson, PG",Seattle SuperSonics,719373
2006-2007,17,"Ray Allen, SG",Seattle SuperSonics,14611570
2006-2007,45,"Rashard Lewis, PF",Seattle SuperSonics,9350649
2006-2007,88,"Danny Fortson, C",Seattle SuperSonics,6596990
2006-2007,95,"Chris Wilcox, PF",Seattle SuperSonics,6250000
2006-2007,202,"Damien Wilkins, SG",Seattle SuperSonics,2700000
2006-2007,216,"Nick Collison, PF",Seattle SuperSonics,2501070
2006-2007,221,"Luke Ridnour, PG",Seattle SuperSonics,2425878
2006-2007,245,"Mouhamed Sene, C",Seattle SuperSonics,1958640
2006-2007,247,"Robert Swift, C",Seattle SuperSonics,1887600
2006-2007,322,"Johan Petro, C",Seattle SuperSonics,1006800
2006-2007,342,"Mickael Gelabale, SF",Seattle SuperSonics,802000
2006-2007,355,"Mike Wilks, PG",Seattle SuperSonics,744551
2006-2007,397,"Andre Brown, PF",Seattle SuperSonics,406340
2007-2008,34,"Wally Szczerbiak, SG",Seattle SuperSonics,12275000
2007-2008,76,"Kurt Thomas, PF",Seattle SuperSonics,8091188
2007-2008,90,"Luke Ridnour, PG",Seattle SuperSonics,6500000
2007-2008,113,"Nick Collison, PF",Seattle SuperSonics,5750000
2007-2008,119,"Donyell Marshall, PF",Seattle SuperSonics,5566965
2007-2008,152,"Kevin Durant, SF",Seattle SuperSonics,4171200
2007-2008,193,"Jeff Green, SF",Seattle SuperSonics,3058200
2007-2008,194,"Francisco Elson, C",Seattle SuperSonics,3e+06
2007-2008,201,"Damien Wilkins, SG",Seattle SuperSonics,2900000
2007-2008,213,"Robert Swift, C",Seattle SuperSonics,2601113
2007-2008,245,"Mouhamed Sene, C",Seattle SuperSonics,2105520
2007-2008,256,"Delonte West, SG",Seattle SuperSonics,1889760
2007-2008,283,"Adrian Griffin, SG",Seattle SuperSonics,1593000
2007-2008,323,"Johan Petro, C",Seattle SuperSonics,1077120
2007-2008,348,"Mickael Gelabale, SF",Seattle SuperSonics,802000
2007-2008,362,"Eddie Gill, PG",Seattle SuperSonics,693549
2007-2008,405,"Ira Newble, SF",Seattle SuperSonics,122391
2007-2008,411,"Ronald Dupree, SF",Seattle SuperSonics,63462
1999-2000,69,"Michael Stewart, PF",Toronto Raptors,3200000
1999-2000,94,"Vince Carter, SG",Toronto Raptors,2267000
1999-2000,96,"Dell Curry, G",Toronto Raptors,2100000
1999-2000,119,"Aleksandar Radojevic, C",Toronto Raptors,1325000
2000-2001,74,"Antonio Davis, PF",Toronto Raptors,5500000
2000-2001,89,"Chris Childs, G",Toronto Raptors,4680000
2000-2001,105,"Corliss Williamson, PF",Toronto Raptors,3997000
2000-2001,118,"Mark Jackson, PG",Toronto Raptors,3565000
2000-2001,120,"Michael Stewart, PF",Toronto Raptors,3520000
2000-2001,138,"Tracy Murray, SF",Toronto Raptors,3060000
2000-2001,153,"Jerome Williams, PF",Toronto Raptors,2750000
2000-2001,164,"Vince Carter, SG",Toronto Raptors,2425000
2000-2001,175,"Eric Montross, C",Toronto Raptors,2240000
2000-2001,189,"Alvin Williams, PG",Toronto Raptors,2100000
2000-2001,195,"Dell Curry, G",Toronto Raptors,2e+06
2000-2001,203,"Muggsy Bogues, G",Toronto Raptors,1740000
2000-2001,218,"Keon Clark, PF",Toronto Raptors,1379000
2000-2001,254,"Morris Peterson, SG",Toronto Raptors,898000
2000-2001,295,"Kornel David, F",Toronto Raptors,498000
2001-2002,19,"Antonio Davis, PF",Toronto Raptors,1.1e+07
2001-2002,72,"Alvin Williams, PG",Toronto Raptors,5350000
2001-2002,75,"Chris Childs, G",Toronto Raptors,5200000
2001-2002,79,"Hakeem Olajuwon, C",Toronto Raptors,5061000
2001-2002,80,"Jerome Williams, PF",Toronto Raptors,5e+06
2001-2002,114,"Michael Stewart, PF",Toronto Raptors,3840000
2001-2002,130,"Tracy Murray, SF",Toronto Raptors,3400000
2001-2002,143,"Vince Carter, SG",Toronto Raptors,3073000
2001-2002,168,"Eric Montross, C",Toronto Raptors,2480000
2001-2002,195,"Dell Curry, G",Toronto Raptors,2100000
2001-2002,203,"Keon Clark, PF",Toronto Raptors,1971000
2001-2002,253,"Michael Bradley, PF",Toronto Raptors,1124000
2001-2002,269,"Morris Peterson, SG",Toronto Raptors,966000
2001-2002,283,"Mamadou N'diaye, C",Toronto Raptors,793000
2001-2002,323,"Derrick Dial, SG",Toronto Raptors,541000
2001-2002,354,"Carlos Arroyo, PG",Toronto Raptors,333000
2002-2003,20,"Antonio Davis, PF",Toronto Raptors,1.2e+07
2002-2003,28,"Vince Carter, SG",Toronto Raptors,10625000
2002-2003,72,"Alvin Williams, PG",Toronto Raptors,5350000
2002-2003,75,"Jerome Williams, PF",Toronto Raptors,5250000
2002-2003,142,"Lindsey Hunter, SG",Toronto Raptors,3e+06
2002-2003,218,"Michael Bradley, PF",Toronto Raptors,1208000
2002-2003,227,"Morris Peterson, SG",Toronto Raptors,1033000
2002-2003,238,"Mamadou N'diaye, C",Toronto Raptors,852000
2002-2003,260,"Damone Brown, PF",Toronto Raptors,512000
2003-2004,16,"Jalen Rose, SG",Toronto Raptors,13279000
2003-2004,20,"Antonio Davis, PF",Toronto Raptors,1.2e+07
2003-2004,21,"Vince Carter, SG",Toronto Raptors,11953000
2003-2004,59,"Alvin Williams, PG",Toronto Raptors,5500000
2003-2004,67,"Jerome Williams, PF",Toronto Raptors,5400000
2003-2004,84,"Lamond Murray, SF",Toronto Raptors,4500000
2003-2004,122,"Michael Curry, SF",Toronto Raptors,2800000
2003-2004,132,"Dion Glover, SG",Toronto Raptors,2270000
2003-2004,136,"Jerome Moiso, C",Toronto Raptors,2230000
2003-2004,153,"Morris Peterson, SG",Toronto Raptors,1646000
2003-2004,162,"Michael Bradley, PF",Toronto Raptors,1292000
2004-2005,15,"Vince Carter, SG",Toronto Raptors,13281000
2004-2005,59,"Lamond Murray, SF",Toronto Raptors,4875000
